,fuelPrice,latitude,longitude
2056,2.57,37.4738206,-122.2065705
2057,2.3,37.4665057,-122.2419891
2058,2.5,37.483545,-122.212925
2059,2.64,37.4945234,-122.2350185
2060,2.43,37.4931246,-122.2361668
2061,2.42,37.469787,-122.2238935
2062,2.28,37.479044,-122.2238413
2063,2.48,37.9030841,-122.2782119
2064,2.32,39.266253,-123.203938
2065,2.43,36.5961906,-119.4544277
2066,2.24,36.58907,-119.395353
2067,2.56,36.6038896,-119.457374
2068,2.56,34.2159973,-118.5355894
2069,2.22,34.2081003,-118.5539059
2070,2.77,34.2014049,-118.5532523
2071,2.86,34.2014657,-118.5356398
2072,2.61,34.2007887,-118.5619566
2073,2.94,34.2358722,-118.5200765
2074,2.84,37.8683818,-122.2969427
2075,2.4,34.1865743,-118.5530263
2076,2.26,34.2015118,-118.5188493
2077,2.68,34.121008,-117.369938
2078,2.28,34.0701376,-117.369582
2079,2.32,34.1559542,-117.4027743
2080,2.78,34.1071621,-117.3698806
2081,2.22,34.1064189,-117.3709483
2082,2.91,37.9304219,-122.3875022
2083,2.57,37.9255983,-122.3787067
2084,2.27,37.9402282,-122.347144
2085,2.29,37.8513679,-122.2908909
2086,2.56,37.9395619,-122.3479696
2087,2.69,37.9113428,-122.3185346
2088,2.48,37.925615,-122.333579
2089,2.42,37.9354163,-122.347886
2090,3.04,37.9320285,-122.3235192
2091,2.37,37.9435259,-122.3284514
2092,2.31,35.646703,-117.677906
2093,2.64,35.614824,-117.687364
2094,2.31,35.6512301,-117.6726724
2095,2.82,35.6264907,-117.6703245
2096,2.65,37.8567514,-122.2599967
2097,2.21,35.6501905,-117.6700449
2098,2.43,40.49806,-124.105536
2099,2.57,38.6909157,-121.4484709
2100,2.7,38.1608545,-121.6936787
2101,2.43,38.1603361,-121.6919653
2102,2.57,37.7537712,-121.1400852
2103,2.4,37.73782,-121.124227
2104,2.52,37.739122,-121.119656
2105,2.08,37.7331366,-120.9579977
2106,2.22,37.7382248,-120.9302997
2107,2.02,37.880239,-122.2962301
2108,2.66,36.431278,-119.857518
2109,2.36,33.9176402,-117.284829
2110,2.8,33.9443407,-117.3893985
2111,2.53,33.944529,-117.469337
2112,2.48,33.9703133,-117.3662138
2113,2.5,33.94826,-117.304006
2114,2.89,33.8881028,-117.3276464
2115,2.5,33.9780093,-117.4545968
2116,2.25,33.9461646,-117.4781671
2117,2.71,33.9463626,-117.4190334
2118,2.64,37.8920711,-122.2998567
2119,2.85,37.875364,-122.294492
2120,2.64,33.9972017,-117.4861335
2121,2.09,33.93495,-117.403912
2122,2.13,33.9745237,-117.3738681
2123,2.62,33.9607667,-117.3922246
2124,2.45,33.927942,-117.420681
2125,2.64,33.9033744,-117.475739
2126,2.53,33.888169,-117.342017
2127,2.57,33.9040333,-117.4761279
2128,2.56,33.9361808,-117.405736
2129,2.15,34.0062503,-117.5041305
2130,2.77,37.8912609,-122.2789776
2131,2.63,33.9156328,-117.324986
2132,2.34,33.9267346,-117.418733
2133,2.25,33.996249,-117.4061119
2134,2.12,34.0107006,-117.4348347
2135,2.6,33.8846488,-117.3502105
2136,2.19,33.9453109,-117.401996
2137,2.63,33.946,-117.388431
2138,2.73,34.0038567,-117.4015251
2139,2.04,33.9516485,-117.4001038
2140,2.19,34.0146659,-117.3441338
2141,2.39,37.8711941,-122.2733211
2142,2.33,33.9531892,-117.3874356
2143,2.2,34.0174124,-117.5064623
2144,2.34,33.95388,-117.392929
2145,3.0,33.9454819,-117.4533785
2146,2.24,34.0172549,-117.4629818
2147,1.85,33.953954,-117.3970327
2148,2.29,33.9951985,-117.365563
2149,2.28,33.9148188,-117.4643967
2150,2.09,33.8889462,-117.3238062
2151,2.54,33.97586,-117.4733725
2152,2.41,37.8695407,-122.2870454
2153,2.68,33.9275561,-117.4939324
2154,2.08,33.986972,-117.3711211
2155,2.53,38.8069939,-121.2048437
2156,2.32,38.7814389,-121.265406
2157,2.66,38.032708,-122.266585
2158,2.53,38.3635301,-122.7116648
2159,2.32,38.362964,-122.71446
2160,2.43,38.3636963,-122.7145399
2161,2.65,38.3617948,-122.7149509
2162,2.17,38.3356722,-122.7074354
2163,2.75,37.8549901,-122.2667663
2164,2.73,38.3355151,-122.685496
2165,2.22,38.3480912,-122.7100431
2166,2.74,33.7768944,-118.3751936
2167,2.6,34.863843,-118.1629674
2168,2.11,34.8640077,-118.1676029
2169,2.44,34.080984,-118.058754
2170,2.04,34.0696315,-118.0999343
2171,2.5,34.0803486,-118.0735542
2172,2.6,34.0404337,-118.0820484
2173,2.43,38.7464121,-121.2866815
2174,2.54,33.7574989,-116.3024528
2175,2.76,38.7947698,-121.3130414
2176,2.64,38.7616497,-121.2504789
2177,2.43,38.7437728,-121.2787917
2178,2.37,38.7358919,-121.291091
2179,2.33,38.7724362,-121.2663815
2180,2.42,38.7545489,-121.2874281
2181,2.1,38.7680555,-121.2543749
2182,2.68,38.7433801,-121.2910248
2183,2.55,38.7615903,-121.2555968
2184,2.72,38.7444665,-121.2747512
2185,2.67,34.059045,-118.383914
2186,2.71,38.7519055,-121.250453
2187,2.81,38.7443725,-121.3082763
2188,2.59,38.7916509,-121.3126106
2189,2.23,38.7443226,-121.2268288
2190,2.99,38.7365268,-121.2717857
2191,2.42,38.7718793,-121.3135195
2192,2.56,33.9879818,-117.8897088
2193,2.11,33.9888238,-117.9061324
2194,2.84,33.988079,-117.893828
2195,2.39,33.9871554,-117.8889192
2196,2.26,34.0659547,-118.3781498
2197,2.62,38.5996577,-121.4284924
2198,2.64,38.5951852,-121.3650193
2199,2.41,38.647885,-121.428469
2200,2.67,38.560371,-121.488826
2201,2.43,38.5824933,-121.4941738
2202,2.16,38.4545919,-121.4064604
2203,2.41,38.6298983,-121.4751017
2204,2.47,38.5641235,-121.3367687
2205,2.89,38.5500883,-121.4098047
2206,2.57,38.5975508,-121.5018664
2207,2.38,34.0716573,-118.4008479
2208,1.98,38.5786924,-121.4907821
2209,2.98,38.56805,-121.514352
2210,2.44,38.5059989,-121.4743712
2211,2.66,38.5246493,-121.4114592
2212,2.54,38.6107439,-121.382662
2213,2.35,38.5798597,-121.4655052
2214,2.01,38.562893,-121.4937519
2215,2.44,38.6108194,-121.3834796
2216,2.52,38.6114413,-121.4474934
2217,2.2,38.6159097,-121.5386079
2218,2.86,34.065853,-118.399866
2219,2.5,38.6139569,-121.5165553
2220,2.28,38.6180371,-121.3825379
2221,2.97,38.496538,-121.4508783
2222,2.85,38.4957188,-121.4093845
2223,2.43,38.5375683,-121.4925437
2224,2.46,38.5890501,-121.4010583
2225,2.65,38.5760975,-121.4672656
2226,2.42,38.4960873,-121.4832134
2227,2.29,38.68536,-121.6204408
2228,2.54,38.5098918,-121.5420081
2229,2.49,37.8869374,-122.2975745
2230,2.75,34.0675755,-118.4025634
2231,2.73,38.5793409,-121.4655634
2232,2.64,38.509917,-121.464075
2233,2.6,38.4964914,-121.3716677
2234,2.04,38.60621,-121.4470971
2235,2.59,38.6604919,-121.3481113
2236,2.4,38.566454,-121.507316
2237,2.84,38.5633777,-121.4979455
2238,2.57,38.6184339,-121.4020013
2239,2.66,38.6222701,-121.4751396
2240,2.68,38.6109749,-121.4759511
2241,2.4,34.066763,-118.4158506
2242,2.68,38.6443198,-121.4560641
2243,2.21,38.653922,-121.3538117
2244,2.27,38.6606604,-121.3549462
2245,2.71,38.5473277,-121.3986962
2246,2.33,38.6565105,-121.5088607
2247,2.74,38.5100184,-121.4503016
2248,2.39,38.48064,-121.5079951
2249,2.64,38.6290941,-121.3825786
2250,2.42,38.4932789,-121.4581437
2251,2.47,38.500942,-121.483996
2252,2.23,34.2444507,-116.8837079
2253,2.45,38.546849,-121.3619395
2254,2.49,38.619984,-121.4189122
2255,2.8,38.5245293,-121.482824
2256,2.45,38.5616581,-121.3589743
2257,2.43,38.5252086,-121.4642552
2258,2.47,38.5738491,-121.3826076
2259,2.36,38.6103942,-121.3555291
2260,2.47,38.6129662,-121.4019313
2261,2.12,38.5168107,-121.5157013
2262,2.47,38.510182,-121.436215
2263,2.63,37.8233786,-120.2580718
2264,2.4,38.5407594,-121.4754208
2265,2.36,38.5744862,-121.3834438
2266,2.37,38.5257305,-121.3709959
2267,3.12,38.549607,-121.384186
2268,1.97,38.56327,-121.336683
2269,2.34,38.5811473,-121.319888
2270,2.69,38.5478444,-121.391948
2271,2.14,38.4736056,-121.4265717
2272,2.55,38.4964332,-121.4085401
2273,2.64,38.4877793,-122.4491141
2274,2.87,37.1664646,-118.2900215
2275,3.06,38.5035,-122.467823
2276,2.41,38.5056258,-122.4702623
2277,2.93,38.5036481,-122.4670836
2278,2.37,37.7100823,-121.0786383
2279,2.59,36.6514906,-121.621301
2280,2.43,36.7230295,-121.6569704
2281,2.36,36.6635159,-121.6419524
2282,2.88,36.67481,-121.649566
2283,2.76,36.645134,-121.664385
2284,2.11,36.5784931,-121.7270617
2285,2.34,37.3619569,-118.387286
2286,2.35,36.7920709,-121.6666797
2287,2.18,36.6678853,-121.6281978
2288,3.05,36.6577694,-121.6361278
2289,2.48,36.6790694,-121.6409541
2290,2.45,36.6709217,-121.6527885
2291,2.57,36.6833191,-121.6206797
2292,2.37,36.6996298,-121.6523773
2293,2.01,36.6764676,-121.6270241
2294,2.34,36.6612431,-121.6414218
2295,2.48,36.7914911,-121.6684497
2296,2.38,37.3758264,-118.4286431
2297,2.97,36.8025389,-121.6662455
2298,2.57,36.661118,-121.621966
2299,2.18,36.672515,-121.618948
2300,2.87,36.6756018,-121.6536735
2301,2.65,36.6808233,-121.6545065
2302,2.31,36.6990204,-121.6514591
2303,2.71,36.6594502,-121.6586216
2304,2.57,36.6843871,-121.6528022
2305,2.52,36.6715369,-121.6274299
2306,2.66,36.661528,-121.6578225
2307,2.58,34.07015,-117.395503
2308,2.63,36.6609998,-121.658641
2309,2.64,36.6618319,-121.6274324
2310,2.39,36.6521115,-121.661939
2311,2.54,36.7009354,-121.6666746
2312,2.59,38.1960298,-120.6804872
2313,2.72,38.1960298,-120.6804872
2314,2.23,37.977379,-122.562424
2315,2.38,37.969973,-122.560235
2316,2.09,34.1645486,-117.2878534
2317,3.03,34.115553,-117.2782577
2318,2.08,34.062237,-117.381689
2319,2.46,34.1105109,-117.3005452
2320,2.93,34.131166,-117.293936
2321,3.02,34.1360393,-117.3461525
2322,2.77,34.1358155,-117.3018648
2323,2.68,34.1410679,-117.2520429
2324,2.72,34.1523576,-117.2526389
2325,2.93,34.1898958,-117.3525248
2326,2.52,34.2011449,-117.361247
2327,2.48,34.1669094,-117.3329364
2328,2.45,34.1646427,-117.2790134
2329,2.48,34.0701293,-117.3967544
2330,2.24,34.079801,-117.294559
2331,2.7,34.078999,-117.2945852
2332,2.85,34.081047,-117.2940922
2333,2.19,34.1921992,-117.3613721
2334,2.59,34.2239681,-117.4026899
2335,2.55,34.0918939,-117.3034514
2336,2.91,34.0924741,-117.2781791
2337,2.32,34.1629587,-117.3344824
2338,2.86,37.6301172,-122.4368103
2339,2.31,37.6305326,-122.4099954
2340,2.5,34.0776571,-118.1342008
2341,2.68,33.6106957,-114.6078525
2342,2.68,37.6303808,-122.4363566
2343,2.26,37.6310801,-122.4064441
2344,2.5,37.6287397,-122.4160466
2345,2.19,37.6219242,-122.4115255
2346,2.58,37.503231,-122.2560388
2347,2.84,37.5118552,-122.2667193
2348,2.74,33.4378002,-117.6238799
2349,2.71,33.4523397,-117.6090937
2350,2.61,33.0151057,-117.111452
2351,2.53,32.9157728,-117.1297959
2352,2.82,33.6058577,-114.6058516
2353,2.55,32.6762136,-117.0391703
2354,2.3,32.8227502,-117.1017018
2355,2.79,32.718652,-117.1552093
2356,2.44,32.7572087,-117.0860854
2357,2.49,32.8206523,-117.1786098
2358,2.56,32.8330376,-117.1644719
2359,2.87,32.715896,-117.026266
2360,2.31,32.7907075,-117.2049721
2361,2.07,32.7908279,-117.2030061
2362,2.91,32.8043077,-117.1395306
2363,3.0,33.6079057,-114.6050982
2364,2.15,32.7252425,-117.1714918
2365,2.03,32.7543185,-117.2046987
2366,2.52,32.878378,-117.1731384
2367,2.34,32.8549895,-117.2051263
2368,2.66,32.834079,-117.1953281
2369,2.02,32.8324222,-117.1537049
2370,3.03,32.7710019,-117.0696319
2371,2.82,32.802646,-117.009983
2372,2.41,32.789144,-117.237211
2373,2.84,32.9503349,-117.106691
2374,2.75,33.6112718,-114.7275977
2375,2.36,32.7828497,-117.0615141
2376,2.64,32.95058,-117.2410126
2377,2.72,32.573614,-117.0544513
2378,2.55,32.7484463,-117.1212381
2379,2.61,32.7548511,-117.1005783
2380,2.67,32.769032,-117.046785
2381,2.6,32.7547455,-117.1098892
2382,2.86,32.7165731,-117.084563
2383,2.64,32.8306953,-117.1277878
2384,2.41,32.7194114,-117.1595539
2385,2.13,33.6063246,-114.6056235
2386,2.64,32.7872833,-117.1021032
2387,2.6,32.7906752,-117.0821444
2388,2.21,32.8213006,-117.098318
2389,2.35,32.8994648,-117.1224853
2390,2.84,32.7930053,-117.1564899
2391,2.79,32.7044085,-117.0847003
2392,2.42,32.8138701,-117.1521852
2393,3.07,32.8332069,-117.1439543
2394,2.93,32.803317,-117.009491
2395,2.78,32.7996849,-117.2401013
2396,2.64,38.3290981,-123.0436173
2397,2.52,32.9137313,-117.1323582
2398,2.67,32.9176753,-117.1212338
2399,2.66,32.9132654,-117.1443321
2400,2.55,32.8773449,-117.1855922
2401,2.56,32.894041,-117.133019
2402,2.33,32.8063896,-117.2195351
2403,2.93,32.8063256,-117.2187644
2404,2.34,32.7853,-117.098113
2405,2.42,32.7832749,-117.0979214
2406,2.31,32.7715872,-117.1407224
2407,2.43,32.6608078,-117.0315751
2408,2.3,32.773989,-117.154493
2409,2.34,32.7738833,-117.1535622
2410,2.69,32.7886321,-117.2054934
2411,2.23,32.7746613,-117.2064605
2412,2.73,32.803771,-117.045458
2413,2.62,32.576208,-117.08446
2414,2.53,32.7511183,-117.2416865
2415,2.59,32.5672827,-116.9662203
2416,2.53,32.8319658,-117.1379654
2417,2.17,32.5841562,-117.0615675
2418,2.59,32.6581199,-117.041593
2419,2.29,32.95897,-117.123705
2420,2.49,32.754163,-117.1466039
2421,2.54,32.7365742,-117.2544404
2422,2.15,32.7684913,-117.0446311
2423,2.81,33.0225205,-117.0747441
2424,2.02,33.0232824,-117.0748105
2425,2.37,32.9521285,-117.107372
2426,2.64,32.9503349,-117.106691
2427,2.86,32.7214413,-117.2323265
2428,2.77,32.894187,-117.118699
2429,2.19,32.9788464,-115.5476988
2430,2.51,32.7112745,-117.0500077
2431,2.42,32.9379035,-117.1002798
2432,2.2,32.9369755,-117.1003067
2433,2.28,32.894252,-117.121039
2434,2.2,32.8365407,-117.152639
2435,2.15,32.682797,-117.1102598
2436,2.42,32.9185487,-117.1221928
2437,2.01,32.77234,-117.2027083
2438,2.4,32.8218159,-117.1826307
2439,2.18,32.748326,-117.1928026
2440,2.52,33.91358,-117.893932
2441,2.73,32.5841841,-117.0390458
2442,2.66,32.829883,-117.1037444
2443,2.5,32.7289102,-117.2258396
2444,2.41,32.9701463,-117.1616738
2445,2.55,32.830268,-117.1405435
2446,2.73,32.7682653,-117.1993442
2447,2.22,32.7044862,-117.0931883
2448,2.42,32.9507983,-117.1079023
2449,2.47,32.7481782,-117.138547
2450,2.95,32.854299,-117.2051141
2451,2.46,34.0750501,-118.1603015
2452,2.56,33.9230919,-117.878712
2453,2.47,32.8542608,-117.203986
2454,2.43,32.8021822,-117.1288046
2455,2.54,32.7636572,-117.1262943
2456,2.39,32.8395955,-117.098043
2457,2.32,32.8213506,-117.1594897
2458,2.6,32.9065682,-117.1746889
2459,2.77,32.792478,-117.0814314
2460,2.2,33.0235019,-117.0827121
2461,2.32,32.8898014,-117.1467196
2462,2.63,32.7548816,-117.0994639
2463,2.31,33.9092382,-117.8522479
2464,2.62,32.8001248,-117.0133512
2465,2.54,32.7140246,-117.1498358
2466,3.23,34.107134,-117.816992
2467,2.69,34.1033594,-117.8066803
2468,2.5,34.1071686,-117.8240957
2469,2.67,34.0775285,-117.8167583
2470,2.47,34.2877477,-118.4450043
2471,2.48,34.2750646,-118.4494422
2472,2.53,34.2802706,-118.4544179
2473,2.9,34.289248,-118.4480211
2474,2.91,37.9611609,-121.746738
2475,2.47,34.2897466,-118.4470764
2476,2.9,37.7614768,-122.476723
2477,2.35,37.7642984,-122.4071327
2478,2.33,37.7547523,-122.4190475
2479,2.55,37.7239045,-122.4377003
2480,2.68,37.7483052,-122.4086917
2481,2.56,37.7486742,-122.4063989
2482,3.34,37.7648252,-122.4170772
2483,2.62,37.8056242,-122.4150154
2484,2.52,37.7121988,-122.4033233
2485,3.03,37.9249964,-121.7054451
2486,2.5,37.7232697,-122.4442217
2487,2.19,37.7799181,-122.3980195
2488,2.49,37.7850941,-122.462119
2489,1.96,37.7884586,-122.4356588
2490,2.44,37.741004,-122.4798547
2491,2.51,37.803371,-122.433052
2492,2.56,37.798224,-122.424309
2493,2.38,37.7738592,-122.4379025
2494,2.58,37.7241635,-122.4024318
2495,2.44,37.7170887,-122.4410787
2496,2.65,37.9333246,-121.6972822
2497,2.7,37.7178636,-122.4427157
2498,2.43,37.7816222,-122.493168
2499,2.09,37.7245415,-122.46102
2500,2.72,37.7856247,-122.4198958
2501,2.85,37.7985833,-122.4445882
2502,2.4,37.7629629,-122.4355309
2503,2.3,37.7663573,-122.4300444
2504,3.02,37.754314,-122.482169
2505,2.8,37.7363324,-122.3983777
2506,2.51,37.7441271,-122.4532624
2507,2.23,37.9342121,-121.6983625
2508,2.15,37.7245631,-122.4578145
2509,2.48,37.7963332,-122.4102538
2510,2.42,37.7230142,-122.4529702
2511,2.63,37.7627073,-122.4346
2512,2.65,37.7811021,-122.4715189
2513,2.82,37.7468966,-122.4033224
2514,2.17,37.7805755,-122.4677772
2515,2.65,37.725541,-122.402449
2516,2.4,37.7325124,-122.405981
2517,2.09,37.7306515,-122.402863
2518,2.82,37.959135,-121.695423
2519,2.77,37.7321424,-122.4058926
2520,2.29,37.777664,-122.404157
2521,2.29,37.7301972,-122.4294585
2522,2.24,37.8007592,-122.4309602
2523,2.4,37.7532365,-122.3881225
2524,2.26,37.7459352,-122.4517642
2525,2.56,37.7423021,-122.4860261
2526,1.97,37.79921,-122.424482
2527,2.47,37.7409318,-122.465208
2528,2.63,37.7291733,-122.4313752
2529,2.78,34.6158185,-120.1992478
2530,2.7,37.7431443,-122.3880776
2531,2.94,34.130077,-118.0751969
2532,2.48,34.1031837,-118.0993101
2533,2.72,34.075467,-118.09101
2534,2.92,34.074593,-118.09988
2535,2.06,33.8014936,-116.9727196
2536,2.55,33.822945,-117.004011
2537,2.54,37.3510393,-121.8139555
2538,2.74,37.2656256,-121.9410303
2539,2.62,37.3859355,-121.8607247
2540,2.88,34.6123616,-120.1917088
2541,2.5,37.3743817,-121.8730954
2542,2.37,37.3739096,-121.8737454
2543,2.69,37.338245,-121.8446748
2544,2.96,37.2510054,-121.8312326
2545,2.6,37.2374904,-121.8031346
2546,2.19,37.359183,-121.9081518
2547,2.96,37.357076,-121.9056128
2548,2.44,37.3557111,-121.9046192
2549,2.17,37.303255,-122.0326542
2550,2.35,37.3241659,-121.9142272
2551,2.66,33.8738077,-117.9986857
2552,2.53,37.2323323,-121.7729852
2553,2.46,37.3145926,-121.7950014
2554,2.35,37.31439,-121.791359
2555,2.65,37.3711131,-121.8942032
2556,2.67,37.3208791,-121.9505584
2557,2.6,37.307876,-121.875616
2558,2.33,37.3238419,-121.9335117
2559,2.53,37.2598261,-121.9462269
2560,2.58,37.3204491,-121.9726724
2561,2.56,37.2210939,-121.8623503
2562,2.46,34.0784499,-118.1296048
2563,2.56,33.8470236,-118.0107553
2564,1.98,37.351849,-121.869359
2565,2.69,37.341488,-121.844106
2566,2.87,37.3999378,-121.8473162
2567,2.46,37.2849805,-121.9217351
2568,2.45,37.251753,-121.808689
2569,2.64,37.3236105,-121.9183925
2570,2.43,37.3105845,-121.9132547
2571,2.5,37.3559758,-121.8633753
2572,2.39,37.2567929,-121.803533
2573,2.6,37.2605256,-121.8095524
2574,2.77,33.8593815,-117.9986281
2575,2.22,37.2609211,-121.8103644
2576,2.43,37.3098925,-121.993794
2577,2.55,37.322378,-121.872026
2578,2.68,37.3331442,-121.8758619
2579,3.0,37.3156767,-121.9495758
2580,2.11,37.397445,-121.9129352
2581,2.49,37.3867516,-121.8613109
2582,2.25,37.3095311,-121.8863919
2583,2.85,37.2745565,-121.8574288
2584,2.11,37.307815,-122.0328796
2585,2.63,33.8594658,-117.9766721
2586,2.67,37.3078599,-121.9787734
2587,2.12,37.3555655,-121.8638486
2588,2.75,37.3236702,-121.9323359
2589,2.64,37.2392028,-121.8512429
2590,2.37,37.2373511,-121.831233
2591,2.48,37.2366731,-121.8034969
2592,2.68,37.3161586,-121.9751744
2593,2.23,37.2944499,-122.0317719
2594,2.62,37.3377821,-121.8878997
2595,2.36,37.358606,-121.8607533
2596,2.83,33.8679233,-117.9977991
2597,2.42,37.3436714,-121.9279876
2598,2.69,37.2770532,-121.8428239
2599,2.38,37.3219306,-121.8258957
2600,2.46,37.3613077,-121.9020555
2601,2.48,37.3230072,-121.9612044
2602,2.2,37.2502624,-121.8464355
2603,2.89,37.25523,-121.8975586
2604,2.95,37.3335955,-121.9149076
2605,2.45,37.3789429,-121.9392748
2606,2.7,37.3150388,-121.8358152
2607,2.43,33.884484,-117.9962129
2608,2.39,37.3158175,-121.8364723
2609,2.52,37.320289,-121.8282946
2610,2.5,37.278402,-121.834997
2611,2.44,37.316382,-121.976327
2612,3.03,37.3476533,-121.9167593
2613,2.71,37.3237908,-121.9356364
2614,2.48,37.3267824,-121.8752562
2615,2.58,37.2922138,-121.9912282
2616,2.7,37.3090009,-121.9501521
2617,2.48,33.502639,-117.656824
2618,2.58,33.8696707,-118.0093007
2619,2.5,33.5468017,-117.6738041
2620,2.97,37.6925796,-122.1096522
2621,2.41,37.699832,-122.1214789
2622,2.33,37.7058107,-122.1288666
2623,2.34,37.7091858,-122.1708281
2624,2.94,37.686111,-122.1393642
2625,2.63,37.7126983,-122.1620442
2626,3.07,37.7351226,-122.1638859
2627,2.65,37.7050372,-122.1297369
2628,2.5,37.7090009,-122.1245158
2629,2.47,33.8730933,-118.0062334
2630,3.06,37.7183396,-122.1820259
2631,2.47,37.6878668,-122.1394532
2632,2.59,37.6966977,-122.1389361
2633,2.6,37.7191068,-122.1528404
2634,2.76,37.6866288,-122.1283185
2635,2.42,37.6710267,-122.1217949
2636,2.62,37.6739102,-122.1237358
2637,2.89,37.6799028,-122.1373987
2638,2.12,35.288776,-120.664905
2639,2.51,35.2903423,-120.650133
2640,2.54,33.8390913,-117.9975304
2641,1.89,35.2944756,-120.6687761
2642,2.81,35.2564964,-120.6421432
2643,2.65,35.2691724,-120.656522
2644,2.62,35.2771054,-120.6674638
2645,2.22,35.2688694,-120.6700464
2646,2.69,35.2827524,-120.6596156
2647,2.86,35.288776,-120.664905
2648,2.59,35.2617256,-120.649654
2649,2.32,33.148634,-117.1881131
2650,2.76,33.1413762,-117.1902251
2651,2.31,33.8592231,-118.011688
2652,2.5,33.1488062,-117.1993906
2653,2.42,33.1368939,-117.1784795
2654,2.78,34.1112579,-118.1269708
2655,2.28,34.1226884,-118.1028951
2656,2.93,34.1164749,-118.1377107
2657,2.86,37.1002061,-121.6233011
2658,2.52,37.541364,-122.30294
2659,2.89,37.5534636,-122.3126031
2660,2.69,37.5526066,-122.3151103
2661,2.61,37.5329967,-122.3271305
2662,2.75,33.839623,-118.002664
2663,2.53,37.5399722,-122.2825292
2664,2.82,37.520815,-122.3395814
2665,2.81,37.5549539,-122.3040332
2666,2.97,37.5335234,-122.2958701
2667,2.17,37.5667929,-122.319122
2668,1.64,37.5414978,-122.2914013
2669,2.35,37.554395,-122.306675
2670,2.16,37.5414265,-122.2902084
2671,2.08,37.548394,-122.310442
2672,2.77,37.5732608,-122.3116898
2673,2.76,34.098493,-118.135005
2674,2.76,33.859237,-117.997646
2675,2.36,37.962597,-122.3302218
2676,2.79,37.955211,-122.356561
2677,2.55,37.954787,-122.330407
2678,2.38,37.9992057,-122.3225762
2679,2.76,33.7360619,-118.2922461
2680,2.6,33.7345804,-118.2772073
2681,2.19,33.7535926,-118.2928272
2682,2.12,33.7231156,-118.3135869
2683,2.57,33.7360619,-118.2922461
2684,2.13,33.7443759,-118.2922336
2685,2.8,33.8664788,-117.9941424
2686,2.37,33.7518567,-118.3085582
2687,2.64,33.7421409,-118.29197
2688,2.11,33.7540771,-118.2926833
2689,2.44,33.7540771,-118.2926833
2690,2.54,33.7230178,-118.312262
2691,2.7,33.7231156,-118.3135869
2692,2.51,38.0069522,-122.5449488
2693,2.78,37.9520497,-122.4960354
2694,2.67,37.9520497,-122.4960354
2695,3.11,37.971385,-122.5326341
2696,2.74,33.8467299,-118.0281209
2697,2.38,37.9955565,-122.5345556
2698,2.52,38.0072204,-122.5445505
2699,2.4,38.013709,-122.559418
2700,2.44,37.9718392,-122.5319561
2701,2.58,37.974025,-122.540461
2702,2.72,37.9708253,-122.5207223
2703,2.35,37.9709609,-122.5172461
2704,2.74,38.0065819,-122.5442326
2705,2.37,38.0174571,-122.5367472
2706,2.14,37.9625845,-122.5089414
2707,2.5,34.1871354,-118.3110735
2708,2.73,37.9605051,-122.5042295
2709,2.54,37.9706775,-122.5185212
2710,2.48,37.989658,-122.483625
2711,2.63,37.9741143,-122.5237367
2712,2.15,37.7233967,-121.9419038
2713,2.44,37.7815347,-121.9799802
2714,2.76,37.7851624,-121.9800996
2715,2.69,37.7760181,-121.9788951
2716,2.65,37.7247523,-121.9348291
2717,2.56,37.7758168,-121.9773845
2718,2.87,34.1968818,-118.325531
2719,2.57,37.7765724,-121.9780173
2720,2.31,37.7787971,-121.9721577
2721,2.68,37.7638072,-121.9538914
2722,2.59,32.5524975,-117.0439711
2723,2.24,32.5505289,-117.0454185
2724,2.2,32.5524213,-117.0453733
2725,2.21,32.551222,-117.039624
2726,2.11,32.5520459,-117.0447971
2727,2.89,32.551763,-117.039395
2728,2.48,32.552489,-117.0431697
2729,2.65,34.1640495,-118.311536
2730,2.11,36.692537,-119.556911
2731,2.29,36.7048407,-119.5557743
2732,2.48,33.7604764,-117.8348299
2733,2.58,33.7089368,-117.8526676
2734,2.61,33.734152,-117.8855388
2735,2.39,33.7379628,-117.9205453
2736,2.69,33.7337966,-117.836866
2737,2.13,33.7264325,-117.856055
2738,2.33,33.745816,-117.846663
2739,2.2,33.7264258,-117.8501007
2740,2.47,34.1668776,-118.3075064
2741,2.74,33.7271756,-117.8499937
2742,2.21,33.7275815,-117.8673381
2743,2.22,33.7451292,-117.8415745
2744,2.39,33.7451403,-117.8653958
2745,2.25,33.759619,-117.8692467
2746,2.52,33.744942,-117.9057581
2747,2.38,33.7727564,-117.8843
2748,1.93,33.7463915,-117.8604472
2749,2.79,33.7485919,-117.833704
2750,2.29,34.4360768,-119.7899339
2751,2.23,34.164767,-118.345152
2752,2.41,34.4191096,-119.7161671
2753,2.44,34.4661713,-120.3271302
2754,2.47,34.4227887,-119.6959252
2755,2.84,34.4211071,-119.6481217
2756,2.5,34.4244484,-119.6823546
2757,2.21,34.430822,-119.714156
2758,2.65,34.4247571,-119.6861662
2759,1.99,34.4381615,-119.750865
2760,2.65,34.4407492,-119.7313299
2761,2.47,34.401592,-119.7235634
2762,2.5,34.1530902,-118.3404954
2763,2.27,34.4264091,-119.7197272
2764,2.45,34.4372553,-119.6332999
2765,2.74,34.4218169,-119.6402609
2766,2.26,34.440665,-119.7403972
2767,2.39,34.4407,-119.730678
2768,2.38,34.4434627,-119.7896179
2769,2.73,34.4211587,-119.6787742
2770,2.05,34.4371209,-119.7268502
